date,route,season,month,significant_wave_height_m,wind_speed_knots,sea_state_code,speed_reduction_pct,fuel_increase_pct,voyage_delay_days
2/5/2025,south_africa_china,winter,2,3.14,11.6,5,23.4,14.33,0.993
2/6/2025,australia_south_korea,winter,2,1.61,20.8,3,18.54,12.68,1.336
2/6/2025,brazil_malaysia,winter,2,3.17,10.8,5,22.99,13.77,1.942
2/7/2025,australia_china,winter,2,1.14,15.7,3,10.63,5.59,0.767
2/8/2025,west_africa_india,winter,2,2.54,14.4,3,20.84,11.48,1.237
2/8/2025,canada_china,winter,2,2.08,21.4,3,22.69,16.18,1.317
2/9/2025,indonesia_india,winter,2,1.85,15,3,15.84,10.21,0.815
2/9/2025,brazil_china,winter,2,2.87,19.2,3,27.3,17.04,2.396
2/9/2025,south_africa_china,winter,2,3.18,11.7,5,23.75,13.78,1.314
2/10/2025,west_africa_india,winter,2,1.62,16.2,3,14.95,9.34,0.965
2/10/2025,brazil_malaysia,winter,2,3.08,22,5,31.3,20.83,2.142
2/10/2025,australia_south_korea,winter,2,2.86,10.8,3,20.53,11.27,1.104
2/11/2025,canada_china,winter,2,2.58,18.5,3,24.41,16.78,1.569
2/11/2025,australia_china,winter,2,1.95,17.2,3,18.37,12.98,0.909
2/11/2025,indonesia_india,winter,2,1.56,20.3,3,17.72,11.94,0.691
2/11/2025,brazil_china,winter,2,3.57,12.6,5,27.6,16.58,2.022
2/11/2025,south_africa_china,winter,2,2.83,14.2,3,22.99,16.64,1.614
2/13/2025,australia_china,winter,2,3.08,19.5,5,29.26,18.78,1.451
2/13/2025,brazil_malaysia,winter,2,2.01,14.9,3,17.03,12.93,1.431
2/13/2025,west_africa_india,winter,2,2.81,15.4,3,23.77,15.03,1.249
2/13/2025,brazil_china,winter,2,3.49,16.8,5,30.43,19.6,2.374
2/14/2025,australia_south_korea,winter,2,3.05,15.6,5,25.85,15.89,1.679
2/14/2025,indonesia_india,winter,2,2.86,7.3,3,17.71,12.13,0.748
2/15/2025,south_africa_china,winter,2,1.86,17.9,3,18.16,10.45,1.654
2/15/2025,canada_china,winter,2,2.21,19.8,3,22.52,16.92,0.862
2/15/2025,australia_china,winter,2,2.53,13.6,3,20.19,13.78,0.903
2/15/2025,brazil_china,winter,2,2.57,16.6,3,22.84,15.02,1.828
2/17/2025,brazil_malaysia,winter,2,3.13,16.3,5,27.12,18.61,2.037
2/17/2025,canada_china,winter,2,2.86,12.2,3,21.67,12.72,1.086
2/17/2025,west_africa_india,winter,2,2.09,19.5,3,21.28,14.59,1.33
2/17/2025,brazil_china,winter,2,1.75,10.9,3,11.7,6.86,1.304
2/17/2025,australia_south_korea,winter,2,2.72,18.7,3,25.64,18.71,1.537
2/18/2025,indonesia_india,winter,2,2.35,17.4,3,21.76,12.52,0.768
2/19/2025,west_africa_india,winter,2,3.36,12.6,5,25.95,17.15,1.536
2/19/2025,south_africa_china,winter,2,1.91,11.3,3,13.31,8.2,0.999
2/19/2025,brazil_malaysia,winter,2,2.18,10.5,3,14.79,9.06,1.351
2/19/2025,australia_china,winter,2,1.93,10.7,3,12.94,7.21,0.515
2/20/2025,australia_south_korea,winter,2,3.62,19,5,33.22,21.55,1.795
2/21/2025,canada_china,winter,2,2.95,19,3,27.79,19.77,2.031
2/21/2025,brazil_china,winter,2,2.35,16.3,3,20.8,11.29,1.843
2/22/2025,west_africa_india,winter,2,2.3,8.5,3,14.22,7.95,1.083
2/22/2025,indonesia_india,winter,2,2.54,18,3,23.76,15.56,1.03
2/23/2025,south_africa_china,winter,2,2.07,10.1,3,13.64,8.48,0.574
2/23/2025,australia_china,winter,2,2.17,7,3,11.94,7.04,0.584
2/23/2025,brazil_malaysia,winter,2,2.89,10.9,3,20.84,14.34,1.73
2/23/2025,australia_south_korea,winter,2,2.61,10.5,3,18.24,12.38,0.798
2/24/2025,brazil_china,winter,2,3.29,8.6,5,22.21,14.74,1.784
2/24/2025,west_africa_india,winter,2,2.84,9.4,3,19.29,10.14,0.954
2/24/2025,canada_china,winter,2,3.36,19.1,5,31.11,19.83,1.837
2/25/2025,australia_china,winter,2,2.62,16,3,22.74,15.91,1.684
2/25/2025,indonesia_india,winter,2,1.38,13.6,3,10.95,4.59,0.81
2/25/2025,south_africa_china,winter,2,3.79,12.4,5,29.18,17.76,1.911
2/26/2025,brazil_malaysia,winter,2,2.03,8.8,3,12.3,8.85,1.043
2/26/2025,australia_south_korea,winter,2,2.54,9.8,3,17.2,10.95,1.373
2/26/2025,canada_china,winter,2,1.87,17.1,3,17.68,11.86,0.945
2/27/2025,south_africa_china,winter,2,3.03,11.1,5,22.1,14.71,1.581
2/28/2025,west_africa_india,winter,2,2.31,8.2,3,14.09,9.83,0.884
2/28/2025,brazil_china,winter,2,3.25,4.5,5,18.6,11.57,1.424
2/28/2025,indonesia_india,winter,2,2,20.9,3,21.73,16.17,1.177
3/1/2025,australia_south_korea,spring,3,2.56,8.5,3,16.27,8.99,1.184
3/1/2025,australia_china,spring,3,3.26,11,5,23.92,17.12,1.383
3/1/2025,canada_china,spring,3,2.38,13.6,3,18.87,10.35,1.197
3/2/2025,brazil_malaysia,spring,3,3.73,10.1,5,26.92,15.81,2.09
3/3/2025,australia_china,spring,3,2.38,18.4,3,22.79,14.01,1.408
3/3/2025,indonesia_india,spring,3,3.72,12.1,5,28.44,16.12,1.5
3/3/2025,brazil_china,spring,3,2.26,13.7,3,18.05,12.79,0.928
3/3/2025,south_africa_china,spring,3,3.21,9,5,21.91,12.83,1.318
3/4/2025,brazil_malaysia,spring,3,3.18,10,5,22.47,16.01,1.198
3/4/2025,west_africa_india,spring,3,2.49,12.3,3,18.76,10.83,1.183
3/5/2025,brazil_china,spring,3,2.57,13.7,3,20.55,12.77,1.599
3/5/2025,canada_china,spring,3,2.88,17.3,3,25.83,16.14,1.226
3/5/2025,australia_south_korea,spring,3,2.56,12.1,3,19.21,12.98,1.146
3/6/2025,south_africa_china,spring,3,2.06,13.4,3,16.17,9.97,1.367
3/7/2025,indonesia_india,spring,3,1.66,12.6,3,12.36,6.19,0.64
3/7/2025,australia_china,spring,3,1.63,17,3,15.68,10.05,0.815
3/7/2025,canada_china,spring,3,2.42,9.5,3,15.9,10.34,1.154
3/7/2025,brazil_malaysia,spring,3,2.64,11.1,3,18.99,12.27,1.536
3/8/2025,south_africa_china,spring,3,2.35,18.1,3,22.27,15.38,1.269
3/8/2025,australia_south_korea,spring,3,2.41,8,3,14.67,8.67,0.867
3/8/2025,brazil_china,spring,3,2.96,10.6,3,21.14,13.53,1.26
3/8/2025,west_africa_india,spring,3,1.95,11.6,3,13.87,8.72,0.438
3/10/2025,west_africa_india,spring,3,2.03,10.4,3,13.52,7.35,0.76
3/10/2025,brazil_china,spring,3,3.02,14.4,5,24.68,16.53,1.516
3/10/2025,brazil_malaysia,spring,3,3.77,10.4,5,27.44,15.83,1.631
3/11/2025,canada_china,spring,3,1.96,14.9,3,16.59,9.52,1.199
3/11/2025,australia_china,spring,3,2.27,11.2,3,16.17,10.22,0.7
3/11/2025,indonesia_india,spring,3,2.21,20.2,3,22.83,17.61,1.204
3/12/2025,brazil_malaysia,spring,3,1.73,11.5,3,12.04,7.88,1.137
3/12/2025,south_africa_china,spring,3,1.57,16.6,3,14.85,10.03,1.481
3/12/2025,australia_south_korea,spring,3,3.86,11.8,5,29.34,18.71,1.642
3/13/2025,west_africa_india,spring,3,2.94,17.3,3,26.4,16.83,1.592
3/13/2025,australia_china,spring,3,1.25,14,3,10.21,7.87,0.91
3/14/2025,brazil_china,spring,3,2.4,20.9,3,24.9,18.39,1.948
3/14/2025,canada_china,spring,3,2.63,12.8,3,20.28,12.54,1.732
3/15/2025,indonesia_india,spring,3,1.86,12.7,3,13.99,9.21,0.734
3/16/2025,south_africa_china,spring,3,3.15,16.7,5,27.61,17.51,1.617
3/16/2025,australia_south_korea,spring,3,2.22,13.3,3,17.35,10.91,1.06
3/16/2025,west_africa_india,spring,3,2.49,16.8,3,22.34,15.4,1.184
3/16/2025,brazil_malaysia,spring,3,2.17,18.4,3,21.05,13.55,1.819
3/17/2025,canada_china,spring,3,1.95,12.2,3,14.36,12.99,1.195
3/17/2025,australia_china,spring,3,3.57,16.6,5,30.84,18.72,1.372
3/18/2025,west_africa_india,spring,3,3.74,15.3,5,31.17,21.48,2.123
3/18/2025,brazil_china,spring,3,2.08,12.1,3,15.37,10.04,0.989
3/18/2025,indonesia_india,spring,3,1.74,10.3,3,11.14,6.11,0.699
3/19/2025,australia_south_korea,spring,3,3.41,13.7,5,27.24,17,1.318
3/19/2025,brazil_malaysia,spring,3,3.15,14.1,5,25.47,16.55,1.981
3/20/2025,indonesia_india,spring,3,2.11,14.9,3,17.82,11.48,0.699
3/20/2025,brazil_china,spring,3,3.61,13.7,5,28.9,18.51,2.181
3/20/2025,australia_china,spring,3,2.53,17.5,3,23.24,14.33,1.479
3/20/2025,south_africa_china,spring,3,2.17,20.4,3,22.73,13.88,1.582
3/21/2025,west_africa_india,spring,3,1.96,19,3,19.92,11.84,1.437
3/21/2025,canada_china,spring,3,2.97,18.5,3,27.52,18.68,1.992
3/22/2025,brazil_malaysia,spring,3,2.85,13.3,3,22.44,14.7,1.529
3/23/2025,australia_south_korea,spring,3,3.7,19,5,33.77,22.27,1.523
3/23/2025,canada_china,spring,3,2.63,18.7,3,25.01,16.86,1.562
3/23/2025,indonesia_india,spring,3,3.66,13.7,5,29.25,19.36,1.423
3/23/2025,west_africa_india,spring,3,1.45,11.7,3,9.99,5.08,1.004
3/24/2025,australia_china,spring,3,3.07,11.3,5,22.56,12.6,1.323
3/24/2025,south_africa_china,spring,3,2.87,13.4,3,22.67,13.49,1.696
3/24/2025,brazil_china,spring,3,3.24,16.1,5,27.8,17.32,2.28
3/26/2025,west_africa_india,spring,3,3.26,12.3,5,24.9,16.97,1.302
3/26/2025,brazil_malaysia,spring,3,2.91,7,3,17.93,11.12,1.039
3/27/2025,brazil_china,spring,3,3.65,10.7,5,26.77,16.83,2.029
3/27/2025,australia_south_korea,spring,3,2.16,18.9,3,21.37,13.62,1.14
3/27/2025,indonesia_india,spring,3,1.98,11.8,3,14.29,10.66,1.097
3/27/2025,australia_china,spring,3,2.37,18.8,3,22.98,17.83,1.267
3/27/2025,canada_china,spring,3,3.53,8.6,5,24.12,13.69,1.6
3/27/2025,south_africa_china,spring,3,1.63,17.3,3,15.91,10.72,1.072
3/28/2025,brazil_malaysia,spring,3,2.86,11.6,3,21.12,12.56,1.523
3/29/2025,australia_south_korea,spring,3,1.68,10.5,3,10.84,6.12,1.098
3/29/2025,australia_china,spring,3,2.8,17.2,3,25.11,16.47,1.267
3/29/2025,canada_china,spring,3,3.11,12.8,5,24.1,15.07,1.354
3/29/2025,west_africa_india,spring,3,2.83,19.1,3,26.98,18.79,1.446
3/30/2025,indonesia_india,spring,3,2.75,8.6,3,17.92,10.54,1.075
3/30/2025,south_africa_china,spring,3,2.1,13.9,3,16.89,11.8,1.427
3/30/2025,brazil_china,spring,3,1.48,12.3,3,10.62,6.72,1.02
3/31/2025,west_africa_india,spring,3,3.54,18.2,5,31.87,23.01,1.749
3/31/2025,canada_china,spring,3,1.91,19.4,3,19.84,13.43,1.399
3/31/2025,brazil_malaysia,spring,3,2.01,16,3,17.83,12.35,1.114
4/1/2025,australia_china,spring,4,3.29,20.7,5,31.91,21.67,1.728
4/1/2025,australia_south_korea,spring,4,3.47,16.9,5,30.25,20.59,1.613
4/2/2025,canada_china,spring,4,2.62,14.1,3,21.24,13.65,0.928
4/2/2025,brazil_china,spring,4,1.8,17.6,3,17.52,10.78,1.567
4/2/2025,west_africa_india,spring,4,1.17,13,3,8.77,6.04,0.809
4/3/2025,australia_china,spring,4,1.85,9.8,3,11.67,8.54,0.469
4/3/2025,brazil_malaysia,spring,4,3.4,11.7,5,25.59,15.18,2
4/3/2025,indonesia_india,spring,4,2.15,12.7,3,16.37,8.45,0.959
4/3/2025,south_africa_china,spring,4,1.54,15.4,3,13.66,8.53,1.215
4/4/2025,canada_china,spring,4,2.36,17,3,21.51,12.74,1.33
4/4/2025,west_africa_india,spring,4,1.67,16.8,3,15.77,10.93,0.876
4/5/2025,australia_south_korea,spring,4,1.86,18.2,3,18.46,12.03,1.119
4/5/2025,indonesia_india,spring,4,2.99,17.3,3,26.73,16.94,1.523
4/5/2025,brazil_china,spring,4,2.97,17.5,3,26.8,19.41,2.076
4/5/2025,brazil_malaysia,spring,4,2.94,17.9,3,26.86,18.41,1.814
4/6/2025,south_africa_china,spring,4,2.61,18.1,3,24.41,15.86,1.383
4/7/2025,australia_china,spring,4,2.64,17.2,3,23.92,14.61,1.105
4/7/2025,west_africa_india,spring,4,2.13,14.5,3,17.61,12.56,1.107
4/7/2025,brazil_china,spring,4,2.04,17.3,3,19.09,12.62,1.437
4/8/2025,canada_china,spring,4,3.3,19.3,5,30.83,19.64,1.785
4/8/2025,south_africa_china,spring,4,2.47,9.8,3,16.67,9.56,1.325
4/9/2025,australia_south_korea,spring,4,1.15,9.2,3,5.58,3.28,0.356
4/9/2025,brazil_malaysia,spring,4,3.71,13.1,5,29.18,17.1,2.073
4/9/2025,indonesia_india,spring,4,1.88,11.3,3,13.09,9.34,0.666
4/11/2025,brazil_malaysia,spring,4,1.96,15.8,3,17.31,10.9,1.459
4/11/2025,australia_china,spring,4,2.54,6.8,3,14.75,9.27,0.444
4/11/2025,west_africa_india,spring,4,2.06,16.9,3,19.07,12.51,0.994
4/11/2025,brazil_china,spring,4,3.61,16.9,5,31.41,20.19,2.416
4/11/2025,indonesia_india,spring,4,2.22,12.9,3,17.07,11.02,0.997
4/11/2025,australia_south_korea,spring,4,3.3,20.4,5,31.75,22.78,1.823
4/12/2025,canada_china,spring,4,1.5,20.1,3,17.03,11.53,0.908
4/12/2025,south_africa_china,spring,4,2.45,14.9,3,20.5,14.53,1.136
4/13/2025,brazil_malaysia,spring,4,2.45,12.6,3,18.67,13,1.579
4/13/2025,brazil_china,spring,4,2.9,11.5,3,21.4,14.57,1.408
4/13/2025,australia_south_korea,spring,4,2.11,16.4,3,18.94,13.06,1.284
4/14/2025,australia_china,spring,4,3,13.6,3,23.89,15.25,1.08
4/14/2025,indonesia_india,spring,4,2.11,7.3,3,11.75,7.44,0.557
4/14/2025,south_africa_china,spring,4,3.09,12.5,5,23.67,14.75,1.46
4/15/2025,canada_china,spring,4,1.7,12.4,3,12.49,7.57,0.669
4/15/2025,west_africa_india,spring,4,2.47,16.5,3,21.98,13.61,1.272
4/15/2025,brazil_china,spring,4,1.36,11.5,3,9.1,5.75,0.963
4/16/2025,south_africa_china,spring,4,3.28,11.2,5,24.15,14.92,1.371
4/16/2025,australia_china,spring,4,1.69,9.4,3,9.98,6.47,0.203
4/17/2025,indonesia_india,spring,4,2.65,9.9,3,18.16,12.88,0.612
4/17/2025,brazil_malaysia,spring,4,2.35,11.4,3,16.93,8.39,1.587
4/17/2025,west_africa_india,spring,4,2.38,11.1,3,16.86,10.08,0.849
4/17/2025,brazil_china,spring,4,3.13,16.7,5,27.43,16.86,2.046
4/17/2025,australia_south_korea,spring,4,1.7,19.5,3,18.17,12.08,1.457
4/18/2025,australia_china,spring,4,2.03,18.9,3,20.34,12.73,1.475
4/19/2025,canada_china,spring,4,1.33,15.4,3,11.97,6.8,1.261
4/19/2025,brazil_china,spring,4,2.48,9.3,3,16.24,11.07,1.027
4/19/2025,brazil_malaysia,spring,4,1.71,4.8,3,6.51,2.4,0.515
4/20/2025,south_africa_china,spring,4,2.6,15.7,3,22.35,13.26,1.764
4/20/2025,australia_china,spring,4,3.05,13.9,5,24.53,14.92,1.601
4/20/2025,australia_south_korea,spring,4,2.12,8.7,3,12.92,9.1,0.838
4/21/2025,west_africa_india,spring,4,1.68,11.4,3,11.59,9.27,0.889
4/21/2025,brazil_malaysia,spring,4,2.2,15.3,3,18.84,11.7,1.794
4/21/2025,canada_china,spring,4,2.42,15.4,3,20.68,13.75,1.357
4/21/2025,indonesia_india,spring,4,2.69,12.7,3,20.69,12.16,1.163
4/22/2025,south_africa_china,spring,4,3.47,13.9,5,27.86,17.35,1.24
4/22/2025,australia_china,spring,4,1.7,13.6,3,13.52,9.6,0.658
4/23/2025,canada_china,spring,4,2.54,8.8,3,16.41,9.78,0.795
4/23/2025,brazil_china,spring,4,2.6,16.6,3,23.04,14.14,1.637
4/24/2025,brazil_malaysia,spring,4,2.46,16.3,3,21.78,13.87,1.687
4/24/2025,australia_china,spring,4,3.61,14.6,5,29.57,18.1,1.709
4/24/2025,australia_south_korea,spring,4,1.81,13.8,3,14.55,9.54,0.767
4/25/2025,indonesia_india,spring,4,1.6,11.4,3,10.88,6.05,0.767
4/25/2025,canada_china,spring,4,2.16,10.4,3,14.59,9.22,0.633
4/25/2025,west_africa_india,spring,4,3.05,15.7,5,25.99,15.08,1.348
4/26/2025,south_africa_china,spring,4,3,14.7,3,24.72,15.35,1.553
4/26/2025,brazil_china,spring,4,2.2,12.9,3,16.89,9.16,1.401
4/26/2025,australia_china,spring,4,2.39,13.1,3,18.59,11.94,0.96
4/27/2025,brazil_malaysia,spring,4,2.52,13.4,3,19.89,10.85,1.085
4/28/2025,west_africa_india,spring,4,2.44,17.6,3,22.57,15.1,1.276
4/28/2025,south_africa_china,spring,4,2.13,9.9,3,13.89,8.44,0.649
4/28/2025,australia_south_korea,spring,4,3.18,12.2,5,24.21,15.63,1.33
4/29/2025,brazil_china,spring,4,3.55,12.2,5,27.13,15.53,1.711
4/29/2025,australia_china,spring,4,2.73,14.8,3,22.7,15.46,1.327
4/29/2025,indonesia_india,spring,4,3.49,17.6,5,31,19.19,1.601
4/29/2025,canada_china,spring,4,2.85,13.2,3,22.41,14.29,1.304
4/30/2025,brazil_malaysia,spring,4,3.06,14.2,5,24.82,16.6,1.604
4/30/2025,south_africa_china,spring,4,2.26,14.2,3,18.4,12.59,1.245
5/1/2025,australia_south_korea,spring,5,3.54,15.6,5,29.81,20.98,1.418
5/1/2025,canada_china,spring,5,1.43,14.6,3,12.17,8.21,0.879
5/1/2025,west_africa_india,spring,5,2.3,15.4,3,19.72,13.03,1.245
5/2/2025,brazil_malaysia,spring,5,2.2,17,3,20.15,13.61,1.439
5/3/2025,west_africa_india,spring,5,2.69,13,3,20.92,13.92,1.039
5/3/2025,australia_china,spring,5,3.49,19,5,32.13,21.06,1.525
5/3/2025,brazil_china,spring,5,2.02,13.3,3,15.84,10.31,1.003
5/3/2025,indonesia_india,spring,5,3.09,15.8,5,26.35,15.86,1.052
5/4/2025,south_africa_china,spring,5,2.87,17.6,3,26.01,16.92,1.584
5/5/2025,brazil_china,spring,5,3.01,13.6,5,23.94,15.31,1.667
5/5/2025,australia_south_korea,spring,5,2.23,16.1,3,19.72,10.61,0.844
5/5/2025,brazil_malaysia,spring,5,2.8,21.7,3,28.78,19.46,2.368
5/5/2025,australia_china,spring,5,2.55,20.4,3,25.7,16.36,1.608
5/5/2025,canada_china,spring,5,2.53,10.2,3,17.4,10.62,1.169
5/7/2025,brazil_malaysia,spring,5,1.75,8.2,3,9.61,6.84,0.77
5/7/2025,australia_china,spring,5,3.28,10.6,5,23.72,14.72,1.551
5/7/2025,west_africa_india,spring,5,2.19,10.6,3,15.02,10.93,1.061
5/7/2025,indonesia_india,spring,5,1.85,8.8,3,10.85,7.23,0.588
5/7/2025,south_africa_china,spring,5,1.67,13.2,3,12.94,8.09,0.835
5/8/2025,canada_china,spring,5,2.14,10.9,3,14.8,8.74,0.867
5/8/2025,brazil_china,spring,5,3.34,18.2,5,30.28,19.11,2.065
5/9/2025,australia_south_korea,spring,5,2.39,19.4,3,23.65,15.24,1.325
5/9/2025,brazil_malaysia,spring,5,2.68,9.8,3,18.29,12.73,1.247
5/10/2025,australia_china,spring,5,2.87,18.5,3,26.74,16.73,1.524
5/10/2025,west_africa_india,spring,5,3.16,13.7,5,25.24,17.49,1.207
5/10/2025,brazil_china,spring,5,2.8,19,3,26.6,18.54,2.049
5/10/2025,south_africa_china,spring,5,1.81,15.2,3,15.67,10.55,1.197
5/10/2025,indonesia_india,spring,5,3.34,15.8,5,28.36,17.81,1.487
5/11/2025,canada_china,spring,5,1.53,15.9,3,13.95,9.62,1.073
5/12/2025,brazil_china,spring,5,2.02,19.2,3,20.51,16.21,1.904
5/12/2025,south_africa_china,spring,5,2.57,17.1,3,23.22,14.97,1.652
