date,route,season,month,significant_wave_height_m,wind_speed_knots,sea_state_code,speed_reduction_pct,fuel_increase_pct,voyage_delay_days
12/8/2024,brazil_china,winter,12,2.14,16.54,4,13.25,5,1.479
12/9/2024,brazil_malaysia,winter,12,1.84,15.9,3,10,5,1.032
12/9/2024,canada_china,winter,12,2.77,15.61,4,24.93,15.2,1.63
12/9/2024,indonesia_india,winter,12,2.42,16.57,4,20.02,10.11,0.595
12/10/2024,south_africa_china,winter,12,1.8,10.78,3,16.88,11.94,1.13
12/10/2024,west_africa_india,winter,12,1.76,17.67,3,16.98,7.9,1.181
12/11/2024,australia_china,winter,12,2.56,12.53,4,17.35,12.96,0.571
12/11/2024,australia_south_korea,winter,12,2.85,16.28,4,29.15,14.2,1.31
12/11/2024,brazil_china,winter,12,2.22,17.93,4,25.96,17.4,2.782
12/11/2024,brazil_malaysia,winter,12,2.27,22.78,4,10,5,1.212
12/12/2024,canada_china,winter,12,1.9,16.79,3,40,23.26,2.527
12/12/2024,indonesia_india,winter,12,1.88,12.04,3,23.12,10.26,0.496
12/12/2024,south_africa_china,winter,12,1.73,15.79,3,25.97,9.87,2.075
12/12/2024,west_africa_india,winter,12,0.75,16.21,2,35.56,20.24,1.899
12/13/2024,australia_china,winter,12,2.69,13.02,4,40,19.89,1.812
12/14/2024,australia_south_korea,winter,12,2.8,12.42,4,26.74,13.71,1.007
12/14/2024,brazil_china,winter,12,1.64,12.98,3,24.49,14.72,2.867
12/15/2024,brazil_malaysia,winter,12,1.5,14.28,3,33.27,19.06,3.235
12/15/2024,canada_china,winter,12,2.69,15.81,4,40,19.38,2.604
12/15/2024,indonesia_india,winter,12,2.94,18.1,4,24.13,10.49,0.51
12/15/2024,south_africa_china,winter,12,2.78,11.92,4,10,5,0.838
12/15/2024,west_africa_india,winter,12,2.37,17.75,4,40,20.16,2.325
12/16/2024,australia_china,winter,12,2.15,16.09,4,37.12,19.2,1.503
12/16/2024,australia_south_korea,winter,12,2.24,13.02,4,38,20.07,1.598
12/16/2024,brazil_china,winter,12,2.37,18.54,4,26.43,14.16,2.914
12/17/2024,brazil_malaysia,winter,12,3.5,17.01,5,36.04,18.04,3.284
12/17/2024,canada_china,winter,12,2.14,13.51,4,13.44,6.35,0.877
12/17/2024,indonesia_india,winter,12,2.33,16.79,4,32.58,16.42,0.662
12/17/2024,south_africa_china,winter,12,2.27,11.71,4,14.95,8.68,1.396
12/17/2024,west_africa_india,winter,12,2.22,19.81,4,40,20.3,2.289
12/17/2024,australia_china,winter,12,2.15,14.17,4,18.86,9.77,0.839
12/18/2024,australia_south_korea,winter,12,2.75,18.96,4,26.4,15.1,0.981
12/18/2024,brazil_china,winter,12,3.14,11.28,5,10,5,0.928
12/19/2024,brazil_malaysia,winter,12,2.84,17.71,4,10,5,0.577
12/19/2024,canada_china,winter,12,2.72,11,4,19.94,10.34,1.286
12/20/2024,indonesia_india,winter,12,2.51,12.57,4,33.58,19.18,0.964
12/20/2024,south_africa_china,winter,12,1.67,14.16,3,26.3,11.38,2.026
12/21/2024,west_africa_india,winter,12,1.33,10.7,3,40,22.94,2.309
12/21/2024,australia_china,winter,12,3.25,13.72,5,18.74,13.02,0.911
12/21/2024,australia_south_korea,winter,12,4.15,13.72,6,20.91,11.94,0.998
12/21/2024,brazil_china,winter,12,3.67,15.63,5,40,18.49,3.5
12/22/2024,brazil_malaysia,winter,12,4.04,16,6,18.77,8.65,1.841
12/22/2024,canada_china,winter,12,1.65,19.19,3,10.74,5,0.537
12/22/2024,indonesia_india,winter,12,3.38,17.75,5,33.34,18.66,0.867
12/22/2024,south_africa_china,winter,12,3.63,14.62,5,10,5,0.979
12/22/2024,west_africa_india,winter,12,2.8,22.08,4,33.58,15.5,2.103
12/23/2024,australia_china,winter,12,2.65,20.22,4,27.72,14.88,1.278
12/23/2024,australia_south_korea,winter,12,2.15,13.12,4,39.91,17.86,1.525
12/23/2024,brazil_china,winter,12,1.56,14.98,3,40,19.45,3.5
12/23/2024,brazil_malaysia,winter,12,3.13,13.89,5,36.83,18.08,3.5
12/24/2024,canada_china,winter,12,3.73,17.16,5,24.19,13.57,1.662
12/25/2024,indonesia_india,winter,12,2.6,11.85,4,40,20.8,1.078
12/25/2024,south_africa_china,winter,12,2.93,19.46,4,20.97,10.53,1.682
12/25/2024,west_africa_india,winter,12,2.65,23.55,4,40,21.13,2.076
12/25/2024,australia_china,winter,12,2.76,19.61,4,36.35,19.52,1.55
12/26/2024,australia_south_korea,winter,12,2.3,13.24,4,12.76,5.22,0.67
12/26/2024,brazil_china,winter,12,2.78,12.21,4,40,20.89,3.5
12/27/2024,brazil_malaysia,winter,12,2.37,15.89,4,20.27,8.57,2.055
12/27/2024,canada_china,winter,12,2.81,13.18,4,26.14,12.19,1.797
12/27/2024,indonesia_india,winter,12,3.86,14.65,5,23.11,12.01,0.819
12/28/2024,south_africa_china,winter,12,1.07,11.32,3,10.7,7.88,0.752
12/28/2024,west_africa_india,winter,12,2.03,16.45,4,40,23.08,2.641
12/28/2024,australia_china,winter,12,3.45,18.97,5,40,21.19,1.845
12/28/2024,australia_south_korea,winter,12,1.83,15.89,3,21.11,10.21,0.895
12/29/2024,brazil_china,winter,12,3.26,16.21,5,36.22,21.06,3.5
12/29/2024,brazil_malaysia,winter,12,1.92,10.35,3,25.54,12.6,2.449
12/29/2024,canada_china,winter,12,3,12.88,4,40,23.71,2.767
12/29/2024,indonesia_india,winter,12,2.31,13.07,4,34.85,16.68,1.188
12/29/2024,south_africa_china,winter,12,3.73,14.48,5,40,17.76,3.141
12/29/2024,west_africa_india,winter,12,2.75,15.51,4,10,5,0.346
12/31/2024,australia_china,winter,12,2.08,12.54,4,34.3,11.41,1.478
1/1/2025,australia_south_korea,winter,1,3.84,14.68,5,40,18.8,1.894
1/2/2025,brazil_china,winter,1,2.76,18.4,4,16.29,10.6,1.784
1/2/2025,brazil_malaysia,winter,1,1.81,13.62,3,25.83,12.46,2.55
1/2/2025,canada_china,winter,1,1.87,20.58,3,39.24,19.08,2.532
1/3/2025,indonesia_india,winter,1,0.59,18.81,2,19.45,11.2,0.53
1/3/2025,south_africa_china,winter,1,2.94,11.47,4,29.22,13.55,2.398
1/3/2025,west_africa_india,winter,1,2.76,12.09,4,13.36,7.61,0.776
1/4/2025,australia_china,winter,1,3.47,14,5,10,5,0.462
1/4/2025,australia_south_korea,winter,1,1.72,16.39,3,40,20.86,1.928
1/4/2025,brazil_china,winter,1,2.24,13.72,4,30.67,15.51,3.225
1/5/2025,brazil_malaysia,winter,1,2.89,18.97,4,10,5,0.815
1/5/2025,canada_china,winter,1,4.19,16.32,6,36.12,16.6,2.306
1/6/2025,indonesia_india,winter,1,2.03,13.91,4,40,19.03,1.033
1/6/2025,south_africa_china,winter,1,3.85,17.28,5,30.3,14.64,2.319
1/6/2025,west_africa_india,winter,1,3.26,16.08,5,10.07,5,1.068
1/6/2025,australia_china,winter,1,1.95,15.03,3,32.41,18.5,1.417
1/6/2025,australia_south_korea,winter,1,3.29,14.3,5,11.57,9.53,0.689
1/7/2025,brazil_china,winter,1,3.58,16.56,5,23.59,13.5,2.677
1/7/2025,brazil_malaysia,winter,1,2.05,19.45,4,18.81,8.73,1.756
1/8/2025,canada_china,winter,1,2.91,22.6,4,17.64,6.68,1.143
1/8/2025,indonesia_india,winter,1,2.5,17.77,4,40,17.88,1.24
1/8/2025,south_africa_china,winter,1,3.36,19.97,5,26.85,18.61,2.181
1/8/2025,west_africa_india,winter,1,2.72,15.35,4,33.01,17.18,1.887
1/8/2025,australia_china,winter,1,3.62,13.39,5,31.12,17.84,1.542
1/8/2025,australia_south_korea,winter,1,0.87,14.59,2,27.68,16.43,1.259
1/8/2025,brazil_china,winter,1,2.16,18.93,4,17.11,9.65,1.853
1/8/2025,brazil_malaysia,winter,1,2.26,13.64,4,24.7,15.58,2.337
1/8/2025,canada_china,winter,1,3.79,19.41,5,40,19.14,2.645
1/9/2025,indonesia_india,winter,1,1.85,17.44,3,28.94,12.11,1.029
1/9/2025,south_africa_china,winter,1,2.74,17.31,4,23.66,11.31,1.933
1/9/2025,west_africa_india,winter,1,3.27,12.42,5,23.54,12.02,1.668
1/9/2025,australia_china,winter,1,2.03,18,4,17.23,8.97,0.797
1/9/2025,australia_south_korea,winter,1,3.08,19.79,5,35.1,18.37,1.565
1/10/2025,brazil_china,winter,1,4.11,16.12,6,37.44,16.77,3.5
1/10/2025,brazil_malaysia,winter,1,0.85,19.06,2,27.93,12.89,2.684
1/10/2025,canada_china,winter,1,2.74,18.64,4,33.35,15.81,2.232
1/10/2025,indonesia_india,winter,1,3.18,18.36,5,26.26,11.26,0.935
1/11/2025,south_africa_china,winter,1,3.24,17.67,5,23.07,15.21,1.766
1/11/2025,west_africa_india,winter,1,2.58,15.66,4,25.31,14.26,1.238
1/11/2025,australia_china,winter,1,1.74,19.42,3,16.86,11.85,0.713
1/11/2025,australia_south_korea,winter,1,2.65,20.05,4,27.48,11.89,1.289
1/12/2025,brazil_china,winter,1,3,17.18,5,40,22,3.5
1/12/2025,brazil_malaysia,winter,1,2.08,11.12,4,37.78,19.91,3.5
1/13/2025,canada_china,winter,1,3.37,21.5,5,28.13,16.69,2.063
1/15/2025,indonesia_india,winter,1,2.69,11.96,4,38.95,18.98,1.019
1/15/2025,south_africa_china,winter,1,2.49,17.14,4,40,21.1,3.127
1/15/2025,west_africa_india,winter,1,2.13,17.35,4,40,18.52,2.142
1/15/2025,australia_china,winter,1,2.6,15.48,4,22.7,9.97,0.77
1/16/2025,australia_south_korea,winter,1,1.43,19.1,3,29.18,14.75,1.112
1/16/2025,brazil_china,winter,1,2.03,17.77,4,26.47,15.91,2.64
1/16/2025,brazil_malaysia,winter,1,2.51,18.83,4,31.56,16.2,2.936
1/16/2025,canada_china,winter,1,2,20.04,3,26.35,13.22,1.987
1/16/2025,indonesia_india,winter,1,2.07,12.27,4,29.45,11.12,0.628
1/16/2025,south_africa_china,winter,1,3.04,12.07,5,33.38,18.48,2.531
1/16/2025,west_africa_india,winter,1,3.93,19.51,5,31.94,15.43,1.735
1/17/2025,australia_china,winter,1,2.07,16.23,4,10,5,0.412
1/17/2025,australia_south_korea,winter,1,2.46,14.92,4,31.23,15.95,1.49
1/18/2025,brazil_china,winter,1,3.78,16.62,5,17.35,8.71,2.022
1/18/2025,brazil_malaysia,winter,1,3.41,17.78,5,33.24,15.39,3.265
1/20/2025,canada_china,winter,1,2.76,16.91,4,16.98,8.07,1.077
1/20/2025,indonesia_india,winter,1,2.23,17.29,4,10,5.32,0.14
1/20/2025,south_africa_china,winter,1,1.98,19.92,3,40,20.85,3.023
1/20/2025,west_africa_india,winter,1,1.71,19.77,3,40,22,2.239
1/20/2025,australia_china,winter,1,2.47,17.88,4,40,20.52,1.708
1/22/2025,australia_south_korea,winter,1,3.32,11.86,5,40,22.61,1.575
1/22/2025,brazil_china,winter,1,3.59,13.84,5,40,19.18,3.5
1/22/2025,brazil_malaysia,winter,1,2.44,19.45,4,28.38,16.81,2.951
1/22/2025,canada_china,winter,1,2.52,12.06,4,24.21,10.49,1.709
1/22/2025,indonesia_india,winter,1,1.7,15.33,3,40,19.95,1.218
1/23/2025,south_africa_china,winter,1,3.03,15.74,5,21.37,10.66,1.749
1/23/2025,west_africa_india,winter,1,2.34,16.83,4,31.16,15.4,1.767
1/23/2025,australia_china,winter,1,3.97,18.84,5,27.98,13.4,1.313
1/23/2025,australia_south_korea,winter,1,3.63,18.27,5,27.08,13.33,1.302
1/23/2025,brazil_china,winter,1,1.79,13.58,3,12.23,6.4,1.611
1/24/2025,brazil_malaysia,winter,1,3.21,18.71,5,40,16.4,3.5
1/24/2025,canada_china,winter,1,2.2,16.7,4,21.76,9.94,1.109
1/24/2025,indonesia_india,winter,1,1.84,17.92,3,40,24.15,1.038
1/25/2025,south_africa_china,winter,1,2.48,20.55,4,10,8.92,0.596
1/25/2025,west_africa_india,winter,1,2.34,16.93,4,37.3,23.94,1.956
1/27/2025,australia_china,winter,1,3.1,20.6,5,34.63,17.51,1.542
1/27/2025,australia_south_korea,winter,1,2.94,16.32,4,26.89,14.69,1.171
1/27/2025,brazil_china,winter,1,2.7,20.72,4,36.11,17.95,3.5
1/27/2025,brazil_malaysia,winter,1,2,15.38,3,40,18.81,3.5
1/28/2025,canada_china,winter,1,5,20.56,7,10,5.45,0.638
1/28/2025,indonesia_india,winter,1,3.15,19.33,5,35.14,18.68,1.046
1/28/2025,south_africa_china,winter,1,2.61,16.81,4,29.34,16.94,2.378
1/29/2025,west_africa_india,winter,1,3.26,18.02,5,10,5,0.527
1/30/2025,australia_china,winter,1,3.5,15.16,5,40,20.81,1.582
1/30/2025,australia_south_korea,winter,1,2.25,20.07,4,15.39,9.6,0.779
1/30/2025,brazil_china,winter,1,3.16,15.56,5,40,20.86,3.5
1/31/2025,brazil_malaysia,winter,1,3.71,19.65,5,40,20.7,3.5
1/31/2025,canada_china,winter,1,2.05,17.04,4,31.75,14.39,1.95
1/31/2025,indonesia_india,winter,1,2.12,16.6,4,30.34,11.38,0.924
2/1/2025,south_africa_china,winter,2,2.11,19.55,4,32.2,17.98,2.271
2/1/2025,west_africa_india,winter,2,2.15,14.75,4,23.03,13.18,1.318
2/1/2025,australia_china,winter,2,1.16,19.48,3,29.01,12.03,1.262
2/1/2025,australia_south_korea,winter,2,3.85,13.64,5,35.52,11.72,1.647
2/2/2025,brazil_china,winter,2,3.76,18.24,5,40,19.02,3.5
2/3/2025,brazil_malaysia,winter,2,3.16,19.17,5,20.74,12.49,2.417
2/3/2025,canada_china,winter,2,2.37,17.58,4,37.13,15.03,2.294
2/5/2025,indonesia_india,winter,2,2.37,18.2,4,27.74,12.22,0.984
2/7/2025,south_africa_china,winter,2,2.8,16.84,4,32.87,16.75,2.688
2/7/2025,west_africa_india,winter,2,2.28,16.91,4,22.46,8.54,1.191
2/7/2025,australia_china,winter,2,3.5,18.61,5,27.15,13.96,1.301
2/7/2025,australia_south_korea,winter,2,3.12,17.52,5,31.22,16.14,1.336
2/7/2025,brazil_china,winter,2,2.7,22.09,4,10,6.85,1.249
2/8/2025,brazil_malaysia,winter,2,2.88,18.46,4,40,18.76,3.5
2/10/2025,canada_china,winter,2,3.79,17.53,5,40,19.1,2.584
2/10/2025,indonesia_india,winter,2,1.67,11.06,3,40,18.9,0.993
2/10/2025,south_africa_china,winter,2,2.71,16.59,4,27.09,16.45,2.162
2/11/2025,west_africa_india,winter,2,3.33,14.57,5,36.9,20.53,2.147
2/11/2025,australia_china,winter,2,1.97,13.32,3,40,21.64,1.784
2/11/2025,australia_south_korea,winter,2,2.14,21.36,4,22.47,8.86,1.271
2/12/2025,brazil_china,winter,2,3.35,17.04,5,22.59,12.5,2.412
2/13/2025,brazil_malaysia,winter,2,2.88,15.05,4,31.54,17.25,2.97
2/13/2025,canada_china,winter,2,2.05,10.37,4,30.75,14.99,2.349
2/13/2025,indonesia_india,winter,2,2.83,17.27,4,40,20.04,1.258
2/13/2025,south_africa_china,winter,2,3.73,20.21,5,19.33,11.1,1.573
2/13/2025,west_africa_india,winter,2,3.38,19.84,5,33.73,16.16,1.887
2/13/2025,australia_china,winter,2,4.08,14.34,6,34.72,14.42,1.525
2/14/2025,australia_south_korea,winter,2,2.99,18.83,4,34.21,16.66,1.783
2/14/2025,brazil_china,winter,2,2.19,17.79,4,14.38,5,1.562
2/16/2025,brazil_malaysia,winter,2,2.88,18.86,4,40,17.48,3.5
2/16/2025,canada_china,winter,2,2.61,22.02,4,29.29,15.76,1.725
2/16/2025,indonesia_india,winter,2,3.26,21.59,5,36.75,21.53,0.928
2/16/2025,south_africa_china,winter,2,1.86,17.47,3,24.06,12.96,2.025
2/16/2025,west_africa_india,winter,2,2.61,18.63,4,32.88,14.77,2.237
2/17/2025,australia_china,winter,2,3.02,24.28,5,14.59,7.31,0.602
2/18/2025,australia_south_korea,winter,2,2.73,22.36,4,29.69,10.42,1.584
2/19/2025,brazil_china,winter,2,2.67,16.99,4,16.98,9.67,1.635
2/19/2025,brazil_malaysia,winter,2,4.5,14.19,6,39.61,20.19,3.5
2/19/2025,canada_china,winter,2,2.89,16.35,4,39.18,20.56,2.801
2/19/2025,indonesia_india,winter,2,3.45,14.4,5,31.78,13.97,1.005
2/20/2025,south_africa_china,winter,2,3.17,17.37,5,40,20,2.932
2/20/2025,west_africa_india,winter,2,3.59,16.95,5,40,19.06,2.38
2/21/2025,australia_china,winter,2,2.84,24.64,4,29,14.01,1.199
2/22/2025,australia_south_korea,winter,2,3.49,17.83,5,26.56,11.98,1.409
2/22/2025,brazil_china,winter,2,2.42,12.77,4,40,22.02,3.5
2/22/2025,brazil_malaysia,winter,2,1.32,21.05,3,40,17.58,3.5
2/22/2025,canada_china,winter,2,2.13,17.15,4,34.5,18.62,2.245
2/22/2025,indonesia_india,winter,2,4.48,13.68,6,40,23.23,1.192
2/23/2025,south_africa_china,winter,2,1.84,17.84,3,23.63,13.66,1.824
2/23/2025,west_africa_india,winter,2,1.74,18.37,3,40,17.5,2.395
2/24/2025,australia_china,winter,2,2.57,10.62,4,40,20.4,1.794
2/24/2025,australia_south_korea,winter,2,3.89,15.22,5,39.34,21.03,1.973
2/24/2025,brazil_china,winter,2,3.16,16.92,5,13.15,6.41,1.504
2/24/2025,brazil_malaysia,winter,2,2.37,18.54,4,28.65,12.15,2.604
2/24/2025,canada_china,winter,2,1.99,20.43,3,40,20.93,2.325
2/25/2025,indonesia_india,winter,2,3.87,15.52,5,26.44,12.29,0.847
2/25/2025,south_africa_china,winter,2,2.71,16.67,4,40,22.84,3.381
2/26/2025,west_africa_india,winter,2,2.98,16.07,4,40,18.34,2.418
2/26/2025,australia_china,winter,2,4.04,20.44,6,39.67,16.83,1.872
2/26/2025,australia_south_korea,winter,2,2.61,19.24,4,22.67,15.33,1.5
2/27/2025,brazil_china,winter,2,2.77,20.13,4,40,21.78,3.5
2/27/2025,brazil_malaysia,winter,2,3.1,20.02,5,40,21.33,3.5
2/27/2025,canada_china,winter,2,2.43,16.85,4,40,17.8,2.65
2/28/2025,indonesia_india,winter,2,3.29,23.57,5,40,19.99,1.276
2/28/2025,south_africa_china,winter,2,2.62,20.64,4,21.7,12.55,1.648
2/28/2025,west_africa_india,winter,2,1.71,17.48,3,33.94,18.75,2.072
2/28/2025,australia_china,winter,2,2.96,18.57,4,40,18.68,1.833
3/1/2025,australia_south_korea,spring,3,2.62,13,4,33.08,12.23,1.673
3/2/2025,brazil_china,spring,3,1.54,16.68,3,24.15,11.29,2.825
3/2/2025,brazil_malaysia,spring,3,2.78,10.5,4,35.11,19.98,3.431
3/2/2025,canada_china,spring,3,2.35,9.27,4,25.25,13.44,1.477
3/2/2025,indonesia_india,spring,3,1.02,17.94,3,15.41,6.45,0.683
3/3/2025,south_africa_china,spring,3,0.87,11.28,2,23.65,14.3,1.821
3/3/2025,west_africa_india,spring,3,2.37,16.13,4,23.52,14,1.593
3/4/2025,australia_china,spring,3,1.18,13.41,3,25.47,13.26,0.956
3/5/2025,australia_south_korea,spring,3,2.52,14.53,4,19.56,9.85,0.778
3/5/2025,brazil_china,spring,3,1.51,17.35,3,26.83,15.49,2.685
3/5/2025,brazil_malaysia,spring,3,1.05,12.73,3,19.84,9.75,1.699
3/5/2025,canada_china,spring,3,1.44,15.3,3,19.92,10.1,1.178
3/6/2025,indonesia_india,spring,3,1.81,13.88,3,30.97,18.83,1.111
3/6/2025,south_africa_china,spring,3,2.91,17.13,4,16.2,5.8,1.387
3/6/2025,west_africa_india,spring,3,1.35,11.95,3,40,22.04,2.381
3/6/2025,australia_china,spring,3,2.52,15.87,4,34.71,14.7,1.657
3/7/2025,australia_south_korea,spring,3,2.07,14.59,4,40,16.94,1.901
3/8/2025,brazil_china,spring,3,2.21,18.12,4,35.03,16.85,3.5
3/8/2025,brazil_malaysia,spring,3,2.24,14.22,4,19.12,10.01,1.791
3/8/2025,canada_china,spring,3,2.92,13.43,4,28,10.79,2.071
3/9/2025,indonesia_india,spring,3,1.23,16.83,3,40,18.99,1.216
3/9/2025,south_africa_china,spring,3,2.07,12.41,4,32.31,14.77,2.383
3/9/2025,west_africa_india,spring,3,2.21,12.62,4,21.05,11.89,1.454
3/9/2025,australia_china,spring,3,2.45,16.26,4,23.57,12.73,1.029
3/9/2025,australia_south_korea,spring,3,2.65,11.05,4,36.79,20.14,1.811
3/9/2025,brazil_china,spring,3,2.29,16.81,4,21.73,10.45,2.56
3/9/2025,brazil_malaysia,spring,3,1.63,10.62,3,40,20.61,3.5
3/9/2025,canada_china,spring,3,3.42,10.75,5,27.06,14.92,1.657
3/9/2025,indonesia_india,spring,3,3.85,12.46,5,40,18.9,1.305
3/9/2025,south_africa_china,spring,3,2.22,14.84,4,25.5,8.91,1.987
3/10/2025,west_africa_india,spring,3,1.87,19.11,3,22.52,8.75,1.44
3/10/2025,australia_china,spring,3,2.04,17.15,4,26.63,14,1.236
3/10/2025,australia_south_korea,spring,3,2,12.95,3,39.1,17.38,1.659
3/12/2025,brazil_china,spring,3,3.27,10.77,5,40,17.36,3.5
3/12/2025,brazil_malaysia,spring,3,2.71,14.05,4,34.99,17.24,3.429
3/13/2025,canada_china,spring,3,0.5,14.15,2,30.42,13.51,1.992
3/13/2025,indonesia_india,spring,3,2.57,13.9,4,40,21.84,1.248
3/13/2025,south_africa_china,spring,3,2.76,21.01,4,33.77,14.62,2.705
3/13/2025,west_africa_india,spring,3,2.72,12.08,4,20.3,9.32,1.143
3/14/2025,australia_china,spring,3,3.01,11.12,5,39.37,19.79,1.594
3/14/2025,australia_south_korea,spring,3,2.1,13.93,4,17.02,13.37,0.841
3/14/2025,brazil_china,spring,3,1.82,17.92,3,15.83,12.09,1.51
3/15/2025,brazil_malaysia,spring,3,3.77,16.04,5,10.85,5,1.128
3/16/2025,canada_china,spring,3,2.28,15.87,4,10,6.85,0.494
3/16/2025,indonesia_india,spring,3,1.54,15.65,3,30.55,13.48,0.837
3/16/2025,south_africa_china,spring,3,2.8,17.46,4,19.73,9.4,1.545
3/16/2025,west_africa_india,spring,3,2.04,14.73,4,15.2,12.84,0.723
3/16/2025,australia_china,spring,3,3.08,15.73,5,40,23.52,1.784
3/17/2025,australia_south_korea,spring,3,2.24,18.57,4,33.62,19,1.439
3/17/2025,brazil_china,spring,3,2.12,12.5,4,16.53,8.14,2.011
3/17/2025,brazil_malaysia,spring,3,2.25,15.07,4,25.15,14.27,2.093
3/18/2025,canada_china,spring,3,2.45,18.51,4,23.69,10.86,1.249
3/18/2025,indonesia_india,spring,3,1.78,11.34,3,35.96,16.73,1.029
3/19/2025,south_africa_china,spring,3,0.52,17.61,2,23.75,14.42,1.95
3/19/2025,west_africa_india,spring,3,2.13,14.9,4,18.42,10.41,1.178
3/19/2025,australia_china,spring,3,2.35,16.29,4,22.45,14.14,1.076
3/21/2025,australia_south_korea,spring,3,2.36,19.18,4,37.74,19.69,1.592
3/21/2025,brazil_china,spring,3,2.85,13.61,4,40,19.04,3.5
3/21/2025,brazil_malaysia,spring,3,2.45,15.88,4,34.48,20.64,3.492
3/21/2025,canada_china,spring,3,3.04,11.85,5,31.76,16.67,2.323
3/22/2025,indonesia_india,spring,3,1.61,13,3,27.7,11.67,0.697
3/23/2025,south_africa_china,spring,3,1.17,15.01,3,26.19,14.9,1.907
3/23/2025,west_africa_india,spring,3,2.7,18.05,4,40,18.68,2.468
3/23/2025,australia_china,spring,3,3.01,15.48,5,18.98,10.6,0.644
3/23/2025,australia_south_korea,spring,3,2.77,12.12,4,20.95,11.4,0.75
3/23/2025,brazil_china,spring,3,1.31,16.62,3,38.38,20.44,3.5
3/23/2025,brazil_malaysia,spring,3,2.5,13.35,4,35.72,15.84,3.156
3/23/2025,canada_china,spring,3,1.04,15.25,3,33.4,16.17,2.259
3/24/2025,indonesia_india,spring,3,2.03,17.17,4,26.9,14.12,0.838
3/24/2025,south_africa_china,spring,3,1.07,17.24,3,34.61,18.53,2.547
3/25/2025,west_africa_india,spring,3,2.26,14.57,4,27.5,14.42,1.823
3/25/2025,australia_china,spring,3,1.25,16.84,3,40,22.66,1.786
3/25/2025,australia_south_korea,spring,3,3.91,18.05,5,40,20.5,1.981
3/26/2025,brazil_china,spring,3,2.32,13.93,4,31.4,18.83,3.344
3/26/2025,brazil_malaysia,spring,3,2.7,10.78,4,40,20.74,3.5
3/27/2025,canada_china,spring,3,3.01,13.21,5,36.22,18.36,2.633
3/27/2025,indonesia_india,spring,3,1.45,19.43,3,24.91,16.38,0.733
3/27/2025,south_africa_china,spring,3,3.37,12.76,5,40,19.03,3.305
3/27/2025,west_africa_india,spring,3,2.75,12.35,4,40,23.97,2.26
3/27/2025,australia_china,spring,3,2.57,19.65,4,26.62,15.02,1.212
3/28/2025,australia_south_korea,spring,3,2.33,16.67,4,34.61,12.25,1.534
3/28/2025,brazil_china,spring,3,1.38,16.15,3,32.39,15.79,3.5
3/28/2025,brazil_malaysia,spring,3,1.93,14.54,3,40,19.85,3.5
3/28/2025,canada_china,spring,3,1.69,11.6,3,31.93,17.21,2.157
3/28/2025,indonesia_india,spring,3,3.01,13.1,5,21.94,11.47,0.768
3/29/2025,south_africa_china,spring,3,2.66,13.45,4,29.65,14.43,2.282
3/29/2025,west_africa_india,spring,3,2.16,10.35,4,22.52,10.28,1.275
3/30/2025,australia_china,spring,3,2.11,14.81,4,27.43,14.67,1.316
3/30/2025,australia_south_korea,spring,3,1.34,11.87,3,23.5,10.77,1.019
3/30/2025,brazil_china,spring,3,1.26,13.63,3,22.29,11.51,2.551
